gene,CRISPRn phenotype
ARL1 ,0.149685637
ARL10 ,-0.125227819
ARL11 ,0.019954995
ARL13A ,0.104630458
ARL13B ,0.003775016
ARL14 ,0.120431997
ARL14EP ,0.082609378
ARL14EPL ,-0.086806772
ARL15 ,-0.021679619
ARL16 ,0.022642676
ARL2 ,-1.516334337
ARL2BP ,-0.096837275
ARL3 ,-0.118713843
ARL4A ,-0.29755369
ARL4C ,0.203740909
ARL4D ,-0.110965758
ARL5A ,-0.035967973
ARL5B ,0.030666047
ARL5C ,0.051084828
ARL6 ,0.10305435
ARL6IP1 ,0.038167667
ARL6IP4 ,-0.005390501
ARL6IP5 ,-0.048148435
ARL6IP6 ,-0.177556918
ARL8A ,-0.089399203
ARL8B ,-0.11840183
ARL9 ,0.090161452
ARMC1 ,-0.254546802
ARMC10 ,-0.174768356
ARMC12 ,-0.057006824
ARMC2 ,-0.075639372
ARMC3 ,-0.081666503
ARMC5 ,-0.017350364
ARMC6 ,-0.185426795
ARMC7 ,-1.00709162
ARMC8 ,0.093532428
ARMC9 ,-0.092469413
ARMCX1 ,-0.060609426
ARMCX2 ,0.071452823
ARMCX3 ,-0.119060854
ARMCX4 ,0.215838374
ARMCX5 ,0.104702502
ARMCX6 ,-0.382630062
ARMH1 ,-0.235523126
ARMH2 ,0.225301309
ARMH3 ,0.145175904
ARMH4 ,-0.018383572
ARMS2 ,0.280035016
ARMT1 ,0.045045776
ARNT ,-0.107117452
ARNT2 ,0.070612858
ARNTL ,-0.157095762
ARNTL2 ,-0.138080124
ARPC1A ,-0.043088909
ARPC1B ,-0.152320687
ARPC2 ,-0.170146879
ARPC3 ,-0.966702117
ARPC4 ,-0.467457282
ARPC5 ,-0.259759843
ARPC5L ,0.084254934
ARPIN ,-0.070110692
ARPP19 ,-0.246907016
ARPP21 ,0.042615222
ARR3 ,-0.058696172
ARRB1 ,-0.098665198
ARRB2 ,-0.013022963
ARRDC1 ,-0.025461195
ARRDC2 ,-0.010843894
ARRDC3 ,-0.31380083
ARRDC4 ,0.066154883
ARRDC5 ,-0.023979474
ARSA ,0.232512366
ARSB ,0.060680418
ARSD ,0.213891905
ARSF ,0.152124084
ARSG ,0.411691607
ARSH ,0.165165674
ARSI ,-0.120332194
ARSJ ,0.086313161
ARSK ,-0.011823923
ARSL ,0.006963284
ART1 ,0.013553491
ART3 ,-0.088828768
ART4 ,0.083874037
ART5 ,-0.084753787
ARTN ,-0.255955164
ARV1 ,-0.276980595
ARVCF ,0.035919369
ARX ,-0.064786163
AS3MT ,0.037933894
ASAH1 ,0.179392842
ASAH2 ,0.021088979
ASAP1 ,0.021964124
ASAP2 ,0.014380618
ASAP3 ,-0.012610894
ASB1 ,0.111346289
ASB10 ,0.056945891
ASB11 ,0.180553982
ASB12 ,0.065602977
ASB13 ,0.155869164
ASB14 ,0.142531456
ASB15 ,0.029656944
ASB16 ,-0.053895231
ASB17 ,0.094074586
ASB18 ,0.040534409
ASB2 ,0.207170819
ASB3 ,0.010734342
ASB4 ,-0.002600254
ASB5 ,0.093404641
ASB6 ,-0.035022547
ASB7 ,-0.164007748
ASB8 ,-0.087711462
ASB9 ,0.085019937
ASCC1 ,-0.395967607
ASCC2 ,-0.065657505
ASCC3 ,-0.297841319
ASCL1 ,0.10825741
ASCL2 ,0.08370548
ASCL3 ,0.020067154
ASCL4 ,0.056059107
ASCL5 ,-0.115420305
ASF1A ,-0.510422835
ASF1B ,-0.284077123
ASGR1 ,0.040761179
ASGR2 ,0.129297084
ASH1L ,-0.109818176
ASH2L ,-0.163217368
ASIC1 ,-0.142834133
ASIC2 ,0.079435397
ASIC3 ,-0.037326055
ASIC4 ,0.033855895
ASIC5 ,0.30175977
ASIP ,-0.110603594
ASL ,-0.154243395
ASMT ,0.069254156
ASMTL ,0.020207881
ASNS ,-0.731584169
ASNSD1 ,-0.296184299
ASPA ,0.000414288
ASPDH ,0.000796885
ASPG ,0.241525005
ASPH ,0.084326173
ASPHD1 ,0.074192168
ASPHD2 ,-0.08523441
ASPM ,-0.353515927
ASPRV1 ,-0.383898663
ASPSCR1 ,-0.210000299
ASRGL1 ,-0.111388778
ASS1 ,-0.340572488
ASTE1 ,0.099407372
ASTL ,-0.12653233
ASTN1 ,0.206205458
ASTN2 ,0.029635086
ASXL1 ,-0.120008686
ASXL3 ,0.007422688
ASZ1 ,-0.075026502
ATAD1 ,-0.154651569
ATAD2 ,-0.173171877
ATAD2B ,-0.018813053
ATAD3A ,0.067619534
ATAD3B ,0.089903815
ATAD3C ,0.075516892
ATAD5 ,-0.111567342
ATAT1 ,-0.232997957
ATCAY ,-0.047623309
ATE1 ,-0.011968636
ATF1 ,-0.04624175
ATF2 ,0.128740676
ATF3 ,-0.19134765
ATF4 ,-0.991649146
ATF5 ,-0.119636488
ATF6 ,0.121925006
ATF6B ,-0.163764404
ATF7 ,-0.635403673
ATF7IP ,-0.254750091
ATF7IP2 ,0.00422118
ATG10 ,-0.087488104
ATG101 ,-0.020352433
ATG12 ,-0.235209184
ATG13 ,0.035444586
ATG14 ,0.137964023
ATG16L1 ,0.018102511
ATG16L2 ,-0.139137303
ATG2A ,0.024134084
ATG2B ,0.16662555
ATG3 ,-0.030688078
ATG4A ,0.01358365
ATG4B ,-0.027291778
ATG4C ,0.040346264
ATG4D ,0.047818968
ATG5 ,0.057430673
ATG7 ,0.048614429
ATG9A ,0.06899884
ATIC ,-0.725104693
ATL1 ,-0.012170392
ATL2 ,-1.331599485
ATL3 ,-0.042204889
ATM ,0.043840055
ATMIN ,-0.214161338
ATN1 ,0.023144113
ATOH1 ,-0.092443719
ATOH7 ,-0.019551786
ATOH8 ,-0.058550197
ATOX1 ,-0.024017663
ATP10A ,-0.004513185
ATP10B ,0.109474536
ATP10D ,-0.017190704
ATP11A ,-0.045563778
ATP11B ,-0.247981393
ATP11C ,-0.04689223
ATP12A ,0.007420336
ATP13A1 ,-0.009546228
ATP13A2 ,-0.050944156
ATP13A3 ,0.00372535
ATP13A4 ,0.077719834
ATP13A5 ,0.162760796
ATP1A1 ,-0.311121158
ATP1A2 ,-0.119371986
ATP1A3 ,-0.258212154
ATP1A4 ,0.115496073
ATP1B1 ,-0.049254283
ATP1B2 ,-0.081000406
ATP1B3 ,-0.917971328
ATP1B4 ,-0.244016821
ATP23 ,-0.342170279
ATP2A1 ,-0.101443488
ATP2A2 ,-0.531388461
ATP2A3 ,-0.093577872
ATP2B1 ,-0.17712555
ATP2B2 ,-0.001966475
ATP2B3 ,0.020301138
ATP2B4 ,-0.286710374
ATP2C1 ,0.148820143
ATP2C2 ,-0.347366289
ATP4A ,0.124471571
ATP4B ,0.100514035
ATP5F1A ,-0.871073447
ATP5F1B ,-0.708643922
ATP5F1C ,-0.660062108
ATP5F1D ,-0.815031382
ATP5IF1 ,-0.149875662
ATP5MC1 ,-0.35091279
ATP5MC2 ,-0.499391282
ATP5MC3 ,0.125959027
ATP5ME ,-0.502019157
ATP5MF ,-1.687415806
ATP5MG ,-0.677749643
ATP5MGL ,-0.238360968
ATP5MJ ,0.197921519
ATP5MK ,-0.07585921
ATP5PB ,-0.600358383
ATP5PD ,-0.458591949
ATP5PF ,-0.075219793
ATP5PO ,-0.383381404
ATP6AP1 ,-0.731883911
ATP6AP1L ,-0.128190561
ATP6AP2 ,-1.239614011
ATP6V0A1 ,-0.601935926
ATP6V0A2 ,-0.134687441
ATP6V0A4 ,-0.17003245
ATP6V0B ,-1.75804762
ATP6V0C ,-2.080351779
ATP6V0D1 ,-1.112428783
ATP6V0D2 ,0.097472455
ATP6V0E1 ,-0.00111108
ATP6V0E2 ,-0.160274787
ATP6V1A ,-1.478506164
ATP6V1B1 ,-0.018700778
ATP6V1B2 ,-2.051624408
ATP6V1C1 ,-0.591977541
ATP6V1C2 ,-0.142842944
ATP6V1D ,-0.889789841
ATP6V1E1 ,-1.641102829
ATP6V1E2 ,-0.004518606
ATP6V1F ,-1.811368042
ATP6V1G1 ,-1.635448287
ATP6V1G2 ,-0.118795504
ATP6V1G3 ,-0.004623084
ATP6V1H ,-0.77566887
ATP7A ,-0.187552655
ATP7B ,-0.002023939
ATP8A1 ,-0.018164492
ATP8A2 ,0.189907748
ATP8B1 ,-0.067471387
ATP8B2 ,-0.382082049
ATP8B3 ,-0.04819786
ATP8B4 ,0.095832529
ATP9A ,-0.17222878
ATP9B ,0.148016999
ATPAF1 ,-0.102599454
ATPAF2 ,-0.218704635
ATPSCKMT ,0.095356138
ATR ,-1.165989818
ATRAID ,-0.09775006
ATRIP ,-0.683568378
ATRN ,-0.001275536
ATRNL1 ,0.130398981
ATRX ,0.03796346
ATXN1 ,-0.19869257
ATXN10 ,-0.361253931
ATXN1L ,-0.445819285
ATXN2 ,0.066965871
ATXN2L ,0.14261721
ATXN3 ,-0.112802023
ATXN3L ,0.27840352
ATXN7 ,-0.005935848
ATXN7L1 ,0.015936112
ATXN7L2 ,-0.052663836
ATXN7L3 ,0.037336917
ATXN7L3B ,-0.153143679
AUH ,-0.039072086
AUNIP ,0.26803987
AUP1 ,-0.123801919
AURKA ,-2.062276558
AURKAIP1 ,-0.131619394
AURKB ,-2.181115002
AURKC ,-0.092241295
AUTS2 ,-0.153853197
AVEN ,-0.116544132
AVIL ,-0.035773768
AVL9 ,0.044893937
AVP ,-0.119298373
AVPI1 ,-0.106564797
AVPR1A ,-0.285062829
AVPR1B ,-0.161767542
AVPR2 ,0.042965223
AWAT1 ,0.131653756
AWAT2 ,-0.021575472
AXDND1 ,-0.277332119
AXIN1 ,-0.121916643
AXIN2 ,-0.072103784
AXL ,0.039960789
AZGP1 ,-0.385347256
AZI2 ,-0.013511961
AZIN1 ,-0.084045422
AZIN2 ,-0.157856611
AZU1 ,0.022844633
B2M ,0.159115709
B3GALNT1 ,0.035736708
B3GALNT2 ,0.011210329
B3GALT1 ,-0.039468245
B3GALT2 ,0.216212667
B3GALT4 ,0.014270765
B3GALT5 ,0.097370688
B3GALT6 ,0.219502829
B3GAT1 ,0.171738955
B3GAT2 ,-0.243197701
B3GAT3 ,-0.14719339
B3GLCT ,-0.001061871
B3GNT2 ,-0.094890228
B3GNT3 ,-0.091859791
B3GNT4 ,-0.097769518
B3GNT5 ,-0.117227083
B3GNT6 ,-0.05500979
B3GNT7 ,0.07036216
B3GNT8 ,-0.015896068
B3GNT9 ,0.006550912
B3GNTL1 ,-0.132108617
B4GALNT1 ,-0.02935097
B4GALNT2 ,-0.078601497
B4GALNT3 ,0.083365378
B4GALNT4 ,-0.057083173
B4GALT1 ,-0.183446441
B4GALT2 ,-0.122047259
B4GALT3 ,-0.018245963
B4GALT4 ,-0.123703586
B4GALT5 ,-0.058607393
B4GALT6 ,0.036355154
B4GALT7 ,0.167532264
B4GAT1 ,-0.112875231
B9D1 ,0.065211864
B9D2 ,0.093969886
BAALC ,0.049838492
BAAT ,0.008212955
BABAM1 ,0.242693125
BABAM2 ,-0.043620415
BACE1 ,-0.021608774
BACE2 ,0.009721057
BACH1 ,-0.005549792
BACH2 ,-0.049200309
BAD ,-0.052588434
BAG1 ,-0.185132157
BAG2 ,0.006015803
BAG3 ,-0.039450189
BAG4 ,-0.074183987
BAG5 ,-0.011727088
BAG6 ,-0.499187264
BAHD1 ,-0.186244238
BAIAP2 ,-0.115663718
BAIAP2L1 ,0.115424167
BAIAP2L2 ,0.0584691
BAIAP3 ,0.033810449
BAK1 ,-0.59844269
BAMBI ,-0.117815144
BANF1 ,-2.503744923
BANF2 ,-0.078730363
BANK1 ,0.067296406
BANP ,-0.935601664
BAP1 ,-0.360653917
BARD1 ,-0.004848403
BARHL1 ,-0.01025861
BARHL2 ,-0.103732898
BARX1 ,0.032169413
BARX2 ,-0.164259686
BASP1 ,0.019304711
BATF ,0.183709559
BATF2 ,-0.011831877
BATF3 ,0.072029921
BAX ,-0.046370824
BAZ1A ,-0.16198167
BAZ1B ,-0.428743848
BAZ2A ,-0.459629028
BAZ2B ,0.090143676
BBIP1 ,0.116712958
BBLN ,-0.192979731
BBOF1 ,-0.010317134
BBOX1 ,0.067672514
BBS1 ,0.040373808
BBS10 ,-0.180374036
BBS12 ,-0.069465145
BBS2 ,0.027832322
BBS4 ,-0.021067227
BBS5 ,-0.067057691
BBS7 ,0.102942697
BBS9 ,-0.158175384
BBX ,0.145210424
BCAM ,-0.185412133
BCAN ,-0.085359662
BCAP29 ,-0.097308549
BCAP31 ,0.078335889
BCAR1 ,-0.405945419
BCAR3 ,-0.014928897
BCAS1 ,-0.126249372
BCAS2 ,-1.327129326
BCAS3 ,-0.065727867
BCAS4 ,-0.040131474
BCAT1 ,-0.027397729
BCAT2 ,-0.000161502
BCCIP ,-0.360382989
BCDIN3D ,-0.04964146
BCHE ,0.100602962
BCKDHA ,-0.05374846
BCKDHB ,-0.009046399
BCKDK ,-0.079148135
BCL10 ,-0.010498195
BCL11A ,-0.088327509
BCL11B ,0.200727956
BCL2 ,0.131964233
BCL2A1 ,-0.082611078
BCL2L1 ,-1.06237392
BCL2L10 ,-0.002750105
BCL2L12 ,-0.30449233
BCL2L13 ,-0.294524313
BCL2L14 ,-0.021313088
BCL2L15 ,-0.144815789
BCL2L2 ,-0.067565861
BCL3 ,0.158471136
BCL6 ,-0.049614137
BCL6B ,0.033619816
BCL7A ,-0.011517705
BCL7B ,0.005556099
BCL7C ,-0.15720208
BCL9 ,0.126868753
BCL9L ,-0.001227253
BCLAF1 ,-0.604123844
BCLAF3 ,0.012539321
BCO1 ,-0.150793901
BCO2 ,-0.225521988
BCOR ,-0.087552002
BCORL1 ,0.12728242
BCR ,-0.928146419
BCS1L ,-0.495270215
BDH1 ,-0.076191267
BDH2 ,-0.069878519
BDKRB1 ,0.153989868
BDKRB2 ,0.15918122
BDNF ,-0.008677007
BDP1 ,-1.209806699
BEAN1 ,-0.08747325
BECN1 ,-0.17495984
BEGAIN ,-0.01165235
BEND2 ,0.000925857
BEND3 ,0.025541297
BEND4 ,-0.031756895
BEND5 ,0.0492418
BEND6 ,0.087405844
BEND7 ,0.122976167
BEST1 ,-0.085900072
BEST2 ,-0.019802096
BEST3 ,-0.043040144
BEST4 ,0.003389457
BET1 ,-0.180752657
BET1L ,-0.259957764
BEX1 ,0.097241146
BEX2 ,0.090002333
BEX3 ,0.271812717
BEX4 ,0.199697462
BEX5 ,-0.153624585
BFAR ,0.049103543
BFSP1 ,-0.001244183
BFSP2 ,0.142662513
BGLAP ,-0.225554462
BGN ,0.050697953
BHLHA15 ,-0.273078244
BHLHA9 ,0.193185601
BHLHB9 ,-0.112981714
BHLHE22 ,-0.14073356
BHLHE40 ,-0.063533589
BHLHE41 ,0.005360897
BHMT ,0.037351898
BHMT2 ,-0.113955792
BICC1 ,-0.003811525
BICD1 ,-0.162250708
BICD2 ,-0.012978384
BICDL1 ,-0.12300754
BICDL2 ,0.065229752
BICRA ,-0.218232845
BICRAL ,-0.137469609
BID ,-0.118344045
BIK ,0.03938938
BIN1 ,-0.075481659
BIN2 ,-0.09048465
BIN3 ,0.092264336
BIRC2 ,-0.227698896
BIRC3 ,0.035610081
BIRC5 ,-1.806302326
BIRC6 ,-0.242557968
BIRC7 ,0.133839468
BIRC8 ,0.049644687
BIVM ,-0.060223534
BLCAP ,-0.151804658
BLID ,0.001167357
BLK ,-0.096748679
BLM ,-0.139764248
BLMH ,-0.040640762
BLNK ,-0.102447449
BLOC1S1 ,-0.051175505
BLOC1S2 ,-0.043735547
BLOC1S3 ,-0.01371267
BLOC1S4 ,-0.071921039
BLOC1S5 ,0.067004135
BLOC1S6 ,-0.117340635
BLVRA ,0.146655817
BLVRB ,0.042078979
BLZF1 ,-0.051330683
BMERB1 ,0.141521437
BMF ,-0.212292355
BMI1 ,-0.079102143
BMP1 ,0.056046974
BMP10 ,-0.037518671
BMP15 ,0.029233758
BMP2 ,0.006747403
BMP2K ,-0.035089747
BMP3 ,-0.09672711
BMP4 ,0.097818534
BMP5 ,-0.106414093
BMP6 ,-0.061928309
BMP7 ,-0.066478954
BMPER ,0.084339656
BMPR1A ,0.071915354
BMPR1B ,0.166203861
BMPR2 ,-0.300048023
BMS1 ,-1.074339351
BMT2 ,0.006847739
BMX ,0.152020386
BNC1 ,0.009298547
BNC2 ,0.074953514
BNIP1 ,-0.243411001
BNIP2 ,-0.155331786
BNIP3 ,0.046670076
BNIP3L ,0.146704648
BNIP5 ,-0.070790782
BNIPL ,0.099984543
BOC ,0.058306161
BOD1 ,0.049462136
BOD1L1 ,-0.043807002
BOD1L2 ,0.113671001
BOK ,-0.049692797
BOLA1 ,-0.063975568
BOLA3 ,-0.176627699
BOLL ,0.011869906
BOP1 ,-0.570275956
BORA ,-1.334243689
BORCS5 ,0.042141927
BORCS6 ,-0.047587352
BORCS7 ,0.06955738
BORCS8 ,-0.212160878
BPGM ,0.057976642
BPHL ,0.108745866
BPI ,0.059132594
BPIFA1 ,-0.042056123
BPIFA2 ,0.096641562
BPIFA3 ,-0.146942595
BPIFB1 ,-0.172438161
BPIFB2 ,-0.007743893
BPIFB3 ,-0.211069205
BPIFB4 ,-0.035185432
BPIFB6 ,0.07442257
BPIFC ,-0.049315871
BPNT1 ,-0.233159989
BPNT2 ,0.043612797
BPTF ,-0.793334708
BRAF ,-0.402979285
BRAP ,-0.354172089
BRAT1 ,-0.011634837
BRCA1 ,-0.103849665
BRCA2 ,-0.209564384
BRCC3 ,-0.107422688
BRD1 ,0.242899499
BRD2 ,-0.144416312
BRD3 ,0.181291184
BRD4 ,-1.391073618
BRD7 ,-0.284614498
BRD8 ,-0.574523596
BRD9 ,-0.050353391
BRDT ,0.006042629
BRF1 ,-1.011709284
BRF2 ,-1.944853976
BRI3 ,-0.182961344
BRI3BP ,-0.116386024
BRICD5 ,0.163730378
BRINP1 ,0.151942841
BRINP2 ,0.000874448
BRINP3 ,0.091252981
BRIP1 ,-0.312138241
BRIX1 ,-0.867551349
BRK1 ,-0.033834162
BRME1 ,0.044964935
BRMS1 ,0.020430749
BRMS1L ,-0.063646385
BROX ,0.038132153
BRPF1 ,-0.362347679
BRPF3 ,-0.091797423
BRS3 ,0.079172176
BRSK1 ,0.041088131
BRSK2 ,0.060005097
BRWD1 ,-0.240390409
BRWD3 ,0.062166777
BSCL2 ,-0.215537172
BSDC1 ,-0.116303035
BSG ,-0.251346318
BSN ,-0.047700116
BSND ,0.081368918
BSPH1 ,0.054428261
BSPRY ,0.017857457
BST1 ,-0.081286788
BST2 ,0.143432369
BSX ,0.101334013
BTAF1 ,-0.262378747
BTBD1 ,0.007384524
BTBD10 ,0.214699794
BTBD11 ,0.087030362
BTBD16 ,0.06295606
BTBD17 ,-0.028919912
BTBD18 ,0.088235848
BTBD2 ,-0.175551406
BTBD3 ,0.115601821
BTBD6 ,0.011204356
BTBD7 ,-0.007620087
BTBD8 ,0.005435466
BTBD9 ,-0.241015078
BTC ,0.022760654
BTD ,0.286605594
BTF3 ,-1.133479919
BTF3L4 ,-1.151804379
BTG1 ,-0.122115459
BTG2 ,-0.0884579
BTG3 ,0.033395693
BTG4 ,0.168241824
BTK ,-0.12378961
BTLA ,0.116229096
BTN1A1 ,-0.0286502
BTN2A1 ,-0.147719227
BTN2A2 ,-0.055417281
BTN3A1 ,-0.028890836
BTN3A2 ,0.22323655
BTN3A3 ,0.030990197
BTNL3 ,0.099063015
BTNL8 ,0.074592001
BTNL9 ,0.025360062
BTRC ,-0.201402492
BUB1 ,-0.39814542
BUB1B ,-0.430059243
BUB3 ,-1.245295701
BUD13 ,-0.165903519
BUD23 ,-1.513821057
BUD31 ,-2.31703563
BVES ,0.048252119
BYSL ,-1.742007764
BZW1 ,-0.171215793
BZW2 ,-0.043502186
C10orf105 ,-0.002366506
C10orf113 ,0.057131836
C10orf120 ,0.144549241
C10orf53 ,0.003332784
C10orf55 ,-0.349288879
C10orf62 ,0.140168216
C10orf67 ,0.218390605
C10orf71 ,-0.07738206
C10orf82 ,-0.065672206
C10orf88 ,0.003519967
C10orf90 ,0.077233481
C10orf99 ,-0.043721973
C11orf1 ,0.10314435
C11orf16 ,0.193778085
C11orf21 ,0.145613355
C11orf24 ,0.089310338
C11orf40 ,-0.092172893
C11orf42 ,-0.003104726
C11orf45 ,-0.071110252
C11orf49 ,0.080494995
C11orf52 ,0.316498508
C11orf53 ,-0.072673496
C11orf54 ,-0.023373401
C11orf58 ,0.01209283
C11orf65 ,-0.026410411
C11orf68 ,-0.185980386
C11orf71 ,0.159010608
C11orf80 ,-0.016062061
C11orf86 ,-0.201594811
C11orf87 ,0.092079297
C11orf91 ,-0.264418736
C11orf94 ,0.052398143
C12orf29 ,0.045563553
C12orf4 ,0.157979872
C12orf40 ,-0.037472052
C12orf42 ,-0.070265612
C12orf43 ,-0.061435047
C12orf50 ,-0.023590271
C12orf54 ,0.029227513
C12orf56 ,-0.168849853
C12orf57 ,-0.118500572
C12orf60 ,0.080369575
C12orf71 ,0.031566481
C12orf73 ,-0.057307412
C12orf75 ,-0.03118401
C12orf76 ,-0.13752142
C14orf119 ,0.061245809
C14orf180 ,-0.10842698
C14orf28 ,-0.16767333
C14orf39 ,0.099511032
C14orf93 ,0.014843907
C15orf39 ,-0.048022246
C15orf40 ,0.063774741
C15orf48 ,-0.026130542
C15orf61 ,0.119223772
C15orf62 ,-0.115019765
C15orf65 ,0.026376342
C16orf46 ,-0.284756034
C16orf54 ,0.027972594
C16orf72 ,-0.288076881
C16orf74 ,-0.145035356
C16orf78 ,-0.019045281
C16orf86 ,-0.185394723
C16orf87 ,-0.183839798
C16orf89 ,-0.105259894
C16orf90 ,-0.069585535
C16orf91 ,-0.204933103
C16orf92 ,-0.371585957
C16orf95 ,-0.29253094
C16orf96 ,0.031839923
C17orf107 ,-0.000449419
C17orf49 ,-0.613755695
C17orf50 ,-0.192212022
C17orf58 ,-0.249106301
C17orf64 ,0.093742069
C17orf75 ,-0.056786121
C17orf78 ,0.131645596
C17orf80 ,-0.015989528
C17orf97 ,0.056722056
C17orf98 ,-0.314130267
C17orf99 ,-0.104145565
C18orf21 ,-0.15894394
C18orf25 ,0.003600188
C18orf32 ,-0.036338747
C18orf54 ,-0.006353842
C18orf63 ,0.147591552
C19orf12 ,-0.126032455
C19orf18 ,-0.157599957
C19orf25 ,-0.146235003
C19orf33 ,0.147226027
C19orf38 ,-0.308104719
C19orf44 ,-0.213512553
C19orf47 ,-0.107390717
C19orf53 ,-0.475884175
C19orf54 ,-0.091344407
C19orf67 ,-0.138870755
C19orf71 ,0.054179733
C19orf73 ,-0.145561758
C19orf81 ,0.022956316
C19orf84 ,0.046796445
C1D ,-0.421952037
C1GALT1 ,-0.045467666
C1GALT1C1 ,0.011018378
C1QA ,0.082482921
C1QB ,0.029152003
C1QBP ,-0.622085579
C1QC ,0.181293604
C1QL1 ,0.130073924
C1QL2 ,-0.125614795
C1QL3 ,0.088638834
C1QL4 ,0.001985895
C1QTNF1 ,-0.020631307
C1QTNF12 ,-0.048328488
C1QTNF2 ,0.126912631
C1QTNF3 ,-0.020753152
C1QTNF4 ,0.002704495
C1QTNF5 ,-0.001788295
C1QTNF6 ,-0.061596528
C1QTNF7 ,0.031401509
C1QTNF8 ,-0.004461745
C1RL ,0.004542014
C1S ,-0.384760436
C1orf100 ,-0.009441659
C1orf105 ,0.061683918
C1orf109 ,-0.977486107
C1orf112 ,-0.093151411
C1orf115 ,0.080311403
C1orf116 ,0.184781305
C1orf122 ,-0.623224533
C1orf127 ,-0.089791608
C1orf131 ,-1.213713639
C1orf141 ,0.243851153
C1orf146 ,-0.086591317
C1orf158 ,0.049075276
C1orf159 ,0.035450087
C1orf162 ,-0.378395621
C1orf174 ,0.306260588
C1orf185 ,0.04686115
C1orf189 ,0.038713237
C1orf194 ,-0.309890418
C1orf198 ,-0.176435971
C1orf21 ,0.042878042
C1orf210 ,0.012829055
C1orf216 ,-0.128122459
C1orf226 ,-0.039279644
C1orf35 ,-0.069009889
C1orf43 ,-0.211692875
C1orf50 ,-0.108352841
C1orf52 ,0.020092991
C1orf53 ,0.045184401
C1orf54 ,-0.114971808
C1orf56 ,-0.297313816
C1orf68 ,0.078767745
C1orf74 ,0.081279032
C1orf87 ,-0.044279614
C1orf94 ,-0.042599473
C2 ,-0.336947071
C20orf141 ,-0.125054308
C20orf144 ,0.09222464
C20orf173 ,-0.106271678
C20orf202 ,0.182807675
C20orf27 ,-0.178200966
C20orf85 ,0.061974974
C20orf96 ,0.06351643
C21orf140 ,-0.032797402
C21orf58 ,-0.168972989
C21orf62 ,0.081122442
C21orf91 ,0.029009204
C22orf15 ,-0.142031983
C22orf23 ,0.030307052
C22orf31 ,-0.085083654
C22orf39 ,-0.710317933
C22orf42 ,0.023196412
C22orf46 ,0.026763429
C2CD2 ,-0.036420857
C2CD2L ,0.128820951
C2CD3 ,0.160163229
C2CD4A ,-0.219705136
C2CD4B ,0.262427463
C2CD4C ,0.019012495
C2CD4D ,0.153048807
C2CD5 ,0.038901914
C2CD6 ,-0.056564481
C2orf15 ,-0.093054404
C2orf16 ,-0.081014964
C2orf42 ,-0.110311323
C2orf49 ,-0.148903436
C2orf50 ,0.105320594
C2orf66 ,0.096391064
C2orf68 ,-0.090752568
C2orf69 ,0.110240084
C2orf72 ,0.287735573
C2orf73 ,-0.003280644
C2orf76 ,-0.037504783
C2orf78 ,-0.204995818
C2orf80 ,-0.082577988
C2orf88 ,0.097289605
C3 ,0.037076234
C3AR1 ,-0.010234949
C3orf14 ,0.066106009
C3orf18 ,0.005146139
C3orf20 ,0.114029872
C3orf22 ,-0.076581682
C3orf33 ,0.035421682
C3orf36 ,-0.057158426
C3orf38 ,-0.085392048
C3orf52 ,0.112203801
C3orf62 ,-0.075669206
C3orf70 ,0.019002308
C3orf80 ,0.109349303
C3orf84 ,-0.065087645
C4BPA ,-0.023962325
C4BPB ,-0.326080557
C4orf17 ,0.117853645
C4orf19 ,0.313210752
C4orf3 ,0.1483402
C4orf33 ,0.167421479
C4orf36 ,0.034583336
C4orf45 ,-0.128504677
C4orf46 ,-0.045209681
C4orf47 ,0.102073473
C4orf48 ,-0.098602793
C4orf51 ,0.120932808
C5 ,-0.003670884
C5AR1 ,-0.051096473
C5AR2 ,0.10403633
C5orf15 ,0.148194917
C5orf22 ,-0.081270294
C5orf24 ,0.006295694
C5orf34 ,-0.106959939
C5orf38 ,0.011834833
C5orf46 ,0.190234979
C5orf47 ,-0.005035081
C5orf49 ,0.082800742
C5orf51 ,-0.291944924
C5orf52 ,0.092272801
C5orf63 ,-0.078914509
C6 ,0.075225627
C6orf118 ,0.131744126
C6orf120 ,-0.037363846
C6orf132 ,-0.025921782
C6orf136 ,-0.195676944
C6orf141 ,-0.193756013
C6orf15 ,0.073137046
C6orf163 ,0.013634219
C6orf201 ,0.098240398
C6orf223 ,-0.0468984
C6orf226 ,-0.314446999
C6orf47 ,-0.24597
C6orf52 ,0.066726434
C6orf58 ,0.149436076
C6orf62 ,-0.128075197
C6orf89 ,-0.344380791
C7 ,-0.024427478
C7orf25 ,-0.049014777
C7orf26 ,-0.409614245
C7orf31 ,0.123867674
C7orf33 ,-0.183794493
C7orf50 ,-0.15766571
C7orf57 ,0.151759308
C7orf61 ,-0.243765265
C8A ,0.112751726
C8B ,0.120022834
C8G ,0.024613574
C8orf33 ,-0.381872489
C8orf34 ,0.144547259
C8orf48 ,0.047653111
C8orf58 ,-0.014189204
C8orf74 ,-0.007815673
C8orf76 ,-0.142844566
C8orf82 ,-0.065306905
C8orf86 ,0.193297724
C8orf88 ,-0.100386048
C9 ,-0.160146517
C9orf116 ,0.008941597
C9orf131 ,-0.173415552
C9orf135 ,-0.133708296
C9orf152 ,0.03242871
C9orf153 ,0.179488796
C9orf24 ,-0.109816857
C9orf40 ,0.036082803
C9orf43 ,-0.025640249
